STATUS,DATA SOLICITAÇÃO,PAÍS DE ORIGEM,GÊNERO,ANO DE NASCIMENTO,CIDADE SOLICITAÇÃO,DATA DA  DECISÃO,SIGLA
CESSAÇÃO,2006,IRAQUE,M,1977.0,SÃO PAULO,2018-06-29,IQ
ELIGIBILIDADE - INDEFERIDO,2015,BANGLADESH,M,1987.0,GUARULHOS,2018-02-21,BD
ELIGIBILIDADE - INDEFERIDO,2015,ANGOLA,F,1980.0,SÃO PAULO,2018-03-30,AO
EXTINÇÃO (DESISTÊNCIA SEM FORMULÁRIO PRÓPRIO),2017,GUINÉ-BISSAU,F,1992.0,RIO DE JANEIRO,2018-06-29,GW
EXTENSÃO DOS EFEITOS DA CONDIÇÃO DE REFUGIADO - DEFERIDO,2018,GUINÉ,F,1990.0,SÃO PAULO,2018-05-25,GN
ELIGIBILIDADE - DEFERIDO,2015,SÍRIA,M,1988.0,SÃO PAULO,2018-02-21,SY
ELIGIBILIDADE - INDEFERIDO,2014,LÍBANO,M,1988.0,FOZ DO IGUAÇU,2018-06-29,LB
ELIGIBILIDADE - INDEFERIDO,2014,BANGLADESH,M,1981.0,BRASÍLIA,2018-05-25,BD
ELIGIBILIDADE - DEFERIDO,2016,REP. DEM. DO CONGO,M,1981.0,RIO DE JANEIRO,2018-06-29,CD
ELIGIBILIDADE - INDEFERIDO,2012,SENEGAL,M,1980.0,RIO DE JANEIRO,2018-04-27,SN
EXTINÇÃO (DESISTÊNCIA SEM FORMULÁRIO PRÓPRIO),2016,CHINA,M,1981.0,SÃO PAULO,2018-04-27,CN
EXTENSÃO DOS EFEITOS DA CONDIÇÃO DE REFUGIADO - DEFERIDO,2018,REP. DEM. DO CONGO,F,1968.0,RIO DE JANEIRO,2018-07-27,CD
ELIGIBILIDADE - INDEFERIDO,2015,ANGOLA,M,1990.0,SÃO PAULO,2018-07-27,AO
EXTINÇÃO (DESISTÊNCIA SEM FORMULÁRIO PRÓPRIO),2017,ANGOLA,M,1990.0,SÃO PAULO,2018-07-27,AO
ELIGIBILIDADE - DEFERIDO,2017,SÍRIA,M,1985.0,CURITIBA,2018-07-27,SY
ELIGIBILIDADE - DEFERIDO,2016,SÍRIA,M,2010.0,JUÍZ DE FORA,2018-07-27,SY
ELIGIBILIDADE - DEFERIDO,2017,SÍRIA,M,1994.0,SÃO PAULO,2018-10-30,SY
EXTINÇÃO (DESISTÊNCIA SEM FORMULÁRIO PRÓPRIO),2015,ANGOLA,F,1975.0,SÃO PAULO,2018-10-30,AO
EXTENSÃO DOS EFEITOS DA CONDIÇÃO DE REFUGIADO - DEFERIDO,2018,SÍRIA,F,1947.0,BRASÍLIA,2018-10-30,SY
CESSAÇÃO,2014,REP. DEM. DO CONGO,M,2012.0,RIO DE JANEIRO,2018-10-30,CD
ELIGIBILIDADE - DEFERIDO,2017,PALESTINA,M,1995.0,SÃO PAULO,2018-11-29,PS
EXTENSÃO DOS EFEITOS DA CONDIÇÃO DE REFUGIADO - DEFERIDO,2017,ANGOLA,M,2001.0,BRASÍLIA,2018-11-29,AO
ELIGIBILIDADE - INDEFERIDO,2015,SENEGAL,M,1973.0,RIO BRANCO,2018-11-29,SN
EXTINÇÃO (DESISTÊNCIA SEM FORMULÁRIO PRÓPRIO),2017,HAITI,F,1975.0,SÃO JOSÉ DO RIO PRETO,2018-11-29,HT
ELIGIBILIDADE - INDEFERIDO,2014,LÍBANO,M,1988.0,SÃO PAULO,2018-12-20,LB
EXTINÇÃO (DESISTÊNCIA SEM FORMULÁRIO PRÓPRIO),2014,CABO VERDE,M,1975.0,SÃO PAULO,2018-12-20,CV
EXTENSÃO DOS EFEITOS DA CONDIÇÃO DE REFUGIADO - DEFERIDO,2018,AFEGANISTÃO,M,1981.0,BRASÍLIA,2018-12-20,AF
ELIGIBILIDADE - INDEFERIDO,2014,SENEGAL,M,1989.0,RIO BRANCO,2018-09-28,SN
ELIGIBILIDADE - DEFERIDO,2017,SÍRIA,M,1958.0,SÃO PAULO,2018-09-28,SY
EXTENSÃO DOS EFEITOS DA CONDIÇÃO DE REFUGIADO - DEFERIDO,2018,NEPAL,F,1992.0,SÃO PAULO,2018-09-28,NP
EXTENSÃO DOS EFEITOS DA CONDIÇÃO DE REFUGIADO - INDEFERIDO,2018,REP.DOMINICANA,M,2003.0,SÃO PAULO,2018-09-28,DO
PERDA DA CONDIÇÃO DE REFUGIADO,2015,SÍRIA,M,1990.0,SÃO PAULO,2018-09-28,SY
EXTINÇÃO (DESISTÊNCIA SEM FORMULÁRIO PRÓPRIO),2015,HAITI,F,1984.0,BRASILÉIA,2018-09-28,HT
ELIGIBILIDADE - INDEFERIDO,2016,BANGLADESH,M,1974.0,SÃO PAULO,2018-05-25,BD
EXTINÇÃO (SEM RESOLUÇÃO DO MÉRITO) ART.6-B ,2017,VENEZUELA,M,2013.0,BOA VISTA,2018-06-29,VE
ELIGIBILIDADE - DEFERIDO,2015,EGITO,M,1991.0,SÃO PAULO,2018-06-29,EG
ELIGIBILIDADE - INDEFERIDO,2015,GÂMBIA,M,1990.0,SÃO PAULO,2018-01-26,GM
EXTINÇÃO (DESISTÊNCIA SEM FORMULÁRIO PRÓPRIO),2018,CUBA,F,1997.0,VITÓRIA,2018-05-25,CU
EXTENSÃO DOS EFEITOS DA CONDIÇÃO DE REFUGIADO - DEFERIDO,2017,REP. DEM. DO CONGO,F,1999.0,BRASÍLIA,2018-03-30,CD
EXTENSÃO DOS EFEITOS DA CONDIÇÃO DE REFUGIADO - DEFERIDO,2018,REP. DEM. DO CONGO,M,2008.0,BRASÍLIA,2018-06-29,CD
EXTENSÃO DOS EFEITOS DA CONDIÇÃO DE REFUGIADO - DEFERIDO,2016,REP. DEM. DO CONGO,M,1997.0,RIO DE JANEIRO,2018-05-25,CD
EXTENSÃO DOS EFEITOS DA CONDIÇÃO DE REFUGIADO - DEFERIDO,2015,SÍRIA,M,1995.0,SÃO PAULO,2018-01-26,SY
EXTENSÃO DOS EFEITOS DA CONDIÇÃO DE REFUGIADO - DEFERIDO,2016,GANA,M,1995.0,SÃO PAULO,2018-02-21,GH
EXTENSÃO DOS EFEITOS DA CONDIÇÃO DE REFUGIADO - DEFERIDO,2018,REP. DEM. DO CONGO,F,2003.0,SÃO PAULO,2018-04-27,CD
CESSAÇÃO,2018,ARGENTINA,F,1969.0,BRASÍLIA,2018-05-25,AR
ELIGIBILIDADE - INDEFERIDO,2014,LÍBANO,M,1972.0,SÃO PAULO,2018-06-29,LB
EXTINÇÃO (DESISTÊNCIA SEM FORMULÁRIO PRÓPRIO),2015,LÍBANO,M,1989.0,FOZ DO IGUAÇU,2018-04-27,LB
ELIGIBILIDADE - INDEFERIDO,2013,SENEGAL,M,1969.0,SÃO PAULO,2018-04-27,SN
ELIGIBILIDADE - DEFERIDO,2015,AFEGANISTÃO,M,1991.0,BRASÍLIA,2018-05-25,AF
ELIGIBILIDADE - INDEFERIDO,2015,BANGLADESH,M,1984.0,LONDRINA,2018-02-21,BD
ELIGIBILIDADE - INDEFERIDO,2015,ANGOLA,M,1986.0,SÃO PAULO,2018-03-30,AO
ELIGIBILIDADE - DEFERIDO,2014,PAQUISTÃO,M,1983.0,SÃO PAULO,2018-02-21,PK
ELIGIBILIDADE - DEFERIDO,2015,SÍRIA,M,1976.0,SÃO PAULO,2018-04-27,SY
EXTINÇÃO (DESISTÊNCIA SEM FORMULÁRIO PRÓPRIO),2017,CHINA,M,1990.0,SÃO PAULO,2018-06-29,CN
ELIGIBILIDADE - DEFERIDO,2015,SÍRIA,M,1995.0,SÃO PAULO,2018-01-26,SY
ELIGIBILIDADE - DEFERIDO,2015,SÍRIA,M,1991.0,SÃO PAULO,2018-03-30,SY
ELIGIBILIDADE - DEFERIDO,2015,SÍRIA,F,1993.0,SÃO PAULO,2018-07-27,SY
ELIGIBILIDADE - INDEFERIDO,2016,ANGOLA,F,1978.0,SÃO PAULO,2018-07-27,AO
EXTENSÃO DOS EFEITOS DA CONDIÇÃO DE REFUGIADO - DEFERIDO,2017,REP. DEM. DO CONGO,F,1978.0,BRASÍLIA,2018-07-27,CD
EXTINÇÃO (DESISTÊNCIA SEM FORMULÁRIO PRÓPRIO),2017,CUBA,M,1985.0,SÃO PAULO,2018-07-27,CU
ELIGIBILIDADE - DEFERIDO,2015,LITUÂNIA,M,1971.0,SÃO PAULO,2018-07-27,LT
ELIGIBILIDADE - DEFERIDO,2017,SÍRIA,M,1994.0,SÃO PAULO,2018-10-30,SY
ELIGIBILIDADE - INDEFERIDO,2015,SENEGAL,M,1991.0,RIO BRANCO,2018-10-30,SN
EXTINÇÃO (DESISTÊNCIA SEM FORMULÁRIO PRÓPRIO),2014,JORDÂNIA,M,1954.0,FOZ DO IGUAÇU,2018-10-30,JO
EXTENSÃO DOS EFEITOS DA CONDIÇÃO DE REFUGIADO - DEFERIDO,2018,SÍRIA,M,2007.0,BRASÍLIA,2018-10-30,SY
ELIGIBILIDADE - DEFERIDO,2015,SÍRIA,M,1984.0,CURITIBA,2018-11-29,SY
EXTENSÃO DOS EFEITOS DA CONDIÇÃO DE REFUGIADO - DEFERIDO,2017,ANGOLA,M,2010.0,BRASÍLIA,2018-11-29,AO
ELIGIBILIDADE - INDEFERIDO,2013,SENEGAL,M,1990.0,BRASILÉIA,2018-11-29,SN
EXTINÇÃO (DESISTÊNCIA SEM FORMULÁRIO PRÓPRIO),2018,HAITI,F,1984.0,SÃO PAULO,2018-11-29,HT
ELIGIBILIDADE - INDEFERIDO,2015,JORDÂNIA,M,1996.0,SÃO PAULO,2018-12-20,JO
EXTINÇÃO (DESISTÊNCIA SEM FORMULÁRIO PRÓPRIO),2012,COLÔMBIA,M,1965.0,NATAL,2018-12-20,CO
EXTENSÃO DOS EFEITOS DA CONDIÇÃO DE REFUGIADO - DEFERIDO,2016,SÍRIA,M,1990.0,SÃO PAULO,2018-12-20,SY
ELIGIBILIDADE - INDEFERIDO,2014,ANGOLA,M,1989.0,ANÁPOLIS,2018-09-28,AO
ELIGIBILIDADE - DEFERIDO,2017,SÍRIA,M,1991.0,CURITIBA,2018-09-28,SY
EXTENSÃO DOS EFEITOS DA CONDIÇÃO DE REFUGIADO - DEFERIDO,2017,ÍNDIA,M,2010.0,BELÉM,2018-09-28,IN
EXTINÇÃO (DESISTÊNCIA SEM FORMULÁRIO PRÓPRIO),2015,HAITI,M,1992.0,BRASILÉIA,2018-09-28,HT
PERDA DA CONDIÇÃO DE REFUGIADO,2015,SÍRIA,M,1987.0,SÃO PAULO,2018-09-28,SY
ELIGIBILIDADE - DEFERIDO,2015,SÍRIA,M,1986.0,SÃO PAULO,2018-04-27,SY
EXTINÇÃO (SEM RESOLUÇÃO DO MÉRITO) ART.6-B ,2017,SÍRIA,M,1989.0,SÃO PAULO,2018-06-29,SY
EXTENSÃO DOS EFEITOS DA CONDIÇÃO DE REFUGIADO - DEFERIDO,2017,REP. DEM. DO CONGO,F,1985.0,SÃO PAULO,2018-04-27,CD
ELIGIBILIDADE - DEFERIDO,2015,SÍRIA,M,1995.0,SÃO PAULO,2018-03-30,SY
EXTENSÃO DOS EFEITOS DA CONDIÇÃO DE REFUGIADO - DEFERIDO,2017,REP. DEM. DO CONGO,M,1984.0,BRASÍLIA,2018-01-26,CD
ELIGIBILIDADE - DEFERIDO,2015,SÍRIA,M,1991.0,SÃO PAULO,2018-01-26,SY
EXTENSÃO DOS EFEITOS DA CONDIÇÃO DE REFUGIADO - DEFERIDO,2017,REP. DEM. DO CONGO,F,1996.0,BRASÍLIA,2018-02-21,CD
EXTENSÃO DOS EFEITOS DA CONDIÇÃO DE REFUGIADO - DEFERIDO,2017,REP. DEM. DO CONGO,F,2016.0,BRASÍLIA,2018-03-30,CD
ELIGIBILIDADE - INDEFERIDO,2014,LÍBANO,M,1960.0,CAMPINAS,2018-06-29,LB
CESSAÇÃO,2018,ARGENTINA,M,1993.0,BRASÍLIA,2018-05-25,AR
EXTINÇÃO (DESISTÊNCIA SEM FORMULÁRIO PRÓPRIO),2017,VENEZUELA,F,1984.0,SÃO PAULO,2018-06-29,VE
ELIGIBILIDADE - INDEFERIDO,2015,ANGOLA,F,1982.0,SÃO PAULO,2018-03-30,AO
EXTINÇÃO (DESISTÊNCIA SEM FORMULÁRIO PRÓPRIO),2018,CUBA,F,1995.0,VITÓRIA,2018-05-25,CU
ELIGIBILIDADE - DEFERIDO,2014,EGITO,M,1995.0,SÃO PAULO,2018-06-29,EG
ELIGIBILIDADE - INDEFERIDO,2013,GUINÉ-BISSAU,M,1990.0,BARRACÃO,2018-01-26,GW
ELIGIBILIDADE - INDEFERIDO,2015,ANGOLA,F,1970.0,SÃO PAULO,2018-05-25,AO
EXTENSÃO DOS EFEITOS DA CONDIÇÃO DE REFUGIADO - DEFERIDO,2018,REP. DEM. DO CONGO,F,2014.0,BRASÍLIA,2018-06-29,CD
ELIGIBILIDADE - INDEFERIDO,2015,BANGLADESH,M,1982.0,SÃO PAULO,2018-02-21,BD
ELIGIBILIDADE - DEFERIDO,2015,SÍRIA,M,1997.0,SÃO PAULO,2018-02-21,SY
EXTENSÃO DOS EFEITOS DA CONDIÇÃO DE REFUGIADO - DEFERIDO,2016,REP. DEM. DO CONGO,M,1996.0,RIO DE JANEIRO,2018-05-25,CD
EXTINÇÃO (DESISTÊNCIA SEM FORMULÁRIO PRÓPRIO),2016,CHINA,M,1996.0,SÃO PAULO,2018-04-27,CN
ELIGIBILIDADE - DEFERIDO,2015,AFEGANISTÃO,M,1993.0,BRASÍLIA,2018-05-25,AF
ELIGIBILIDADE - INDEFERIDO,2013,SENEGAL,M,1980.0,SÃO PAULO,2018-04-27,SN
ELIGIBILIDADE - DEFERIDO,2017,SÍRIA,M,1999.0,SÃO PAULO,2018-07-27,SY
EXTINÇÃO (DESISTÊNCIA SEM FORMULÁRIO PRÓPRIO),2014,GUINÉ-BISSAU,F,1981.0,CASCAVÉL,2018-07-27,GW
ELIGIBILIDADE - INDEFERIDO,2016,ANGOLA,M,2003.0,SÃO PAULO,2018-07-27,AO
EXTENSÃO DOS EFEITOS DA CONDIÇÃO DE REFUGIADO - DEFERIDO,2017,REP. DEM. DO CONGO,M,1999.0,BRASÍLIA,2018-07-27,CD
ELIGIBILIDADE - DEFERIDO,2017,SÍRIA,M,1987.0,SÃO PAULO,2018-10-30,SY
ELIGIBILIDADE - INDEFERIDO,2015,SENEGAL,F,1992.0,GUARUJÁ,2018-10-30,SN
EXTINÇÃO (DESISTÊNCIA SEM FORMULÁRIO PRÓPRIO),2014,JORDÂNIA,M,1967.0,FOZ DO IGUAÇU,2018-10-30,JO
EXTENSÃO DOS EFEITOS DA CONDIÇÃO DE REFUGIADO - DEFERIDO,2018,SÍRIA,M,2006.0,BRASÍLIA,2018-10-30,SY
ELIGIBILIDADE - DEFERIDO,2016,SÍRIA,M,1987.0,SÃO PAULO,2018-11-29,SY
EXTENSÃO DOS EFEITOS DA CONDIÇÃO DE REFUGIADO - DEFERIDO,2017,ANGOLA,M,2007.0,BRASÍLIA,2018-11-29,AO
ELIGIBILIDADE - INDEFERIDO,2015,SENEGAL,M,1988.0,SÃO PAULO,2018-11-29,SN
EXTINÇÃO (DESISTÊNCIA SEM FORMULÁRIO PRÓPRIO),2017,HAITI,M,1991.0,SÃO PAULO,2018-11-29,HT
ELIGIBILIDADE - INDEFERIDO,2014,ANGOLA,M,1992.0,SÃO PAULO,2018-12-20,AO
EXTINÇÃO (DESISTÊNCIA SEM FORMULÁRIO PRÓPRIO),2016,ANGOLA,M,1988.0,SÃO PAULO,2018-12-20,AO
EXTENSÃO DOS EFEITOS DA CONDIÇÃO DE REFUGIADO - DEFERIDO,2018,PAQUISTÃO,M,1987.0,BRASÍLIA,2018-12-20,PK
ELIGIBILIDADE - INDEFERIDO,2014,LÍBANO,M,1967.0,GUARUJÁ,2018-09-28,LB
ELIGIBILIDADE - DEFERIDO,2017,PALESTINA,M,1995.0,SÃO PAULO,2018-09-28,PS
EXTENSÃO DOS EFEITOS DA CONDIÇÃO DE REFUGIADO - DEFERIDO,2018,REP. DEM. DO CONGO,M,1992.0,SÃO PAULO,2018-09-28,CD
PERDA DA CONDIÇÃO DE REFUGIADO,2015,SÍRIA,M,1955.0,SÃO PAULO,2018-09-28,SY
EXTINÇÃO (DESISTÊNCIA SEM FORMULÁRIO PRÓPRIO),2018,HAITI,M,1973.0,UBERLÂNDIA,2018-09-28,HT
EXTINÇÃO (SEM RESOLUÇÃO DO MÉRITO) ART.6-B ,2017,PALESTINA,M,1979.0,FOZ DO IGUAÇU,2018-06-29,PS
ELIGIBILIDADE - DEFERIDO,2015,ANGOLA,F,1988.0,SÃO PAULO,2018-05-25,AO
EXTENSÃO DOS EFEITOS DA CONDIÇÃO DE REFUGIADO - DEFERIDO,2016,REP. DEM. DO CONGO,M,1999.0,RIO DE JANEIRO,2018-05-25,CD
EXTENSÃO DOS EFEITOS DA CONDIÇÃO DE REFUGIADO - DEFERIDO,2017,REP. DEM. DO CONGO,M,2006.0,BRASÍLIA,2018-01-26,CD
EXTINÇÃO (DESISTÊNCIA SEM FORMULÁRIO PRÓPRIO),2017,TURQUIA,F,1981.0,SÃO PAULO,2018-04-27,TR
ELIGIBILIDADE - DEFERIDO,2014,EGITO,M,1955.0,SÃO PAULO,2018-06-29,EG
ELIGIBILIDADE - DEFERIDO,2015,SÍRIA,M,1978.0,SÃO PAULO,2018-02-21,SY
EXTENSÃO DOS EFEITOS DA CONDIÇÃO DE REFUGIADO - DEFERIDO,2017,REP. DEM. DO CONGO,M,1999.0,BRASÍLIA,2018-02-21,CD
ELIGIBILIDADE - INDEFERIDO,2014,MALI,M,1985.0,SÃO PAULO,2018-01-26,ML
EXTENSÃO DOS EFEITOS DA CONDIÇÃO DE REFUGIADO - DEFERIDO,2018,NEPAL,F,1994.0,SÃO PAULO,2018-04-27,NP
ELIGIBILIDADE - INDEFERIDO,2016,QUÊNIA,M,1992.0,SÃO PAULO,2018-05-25,KE
CESSAÇÃO,2018,ARGENTINA,F,,BRASÍLIA,2018-05-25,AR
ELIGIBILIDADE - INDEFERIDO,2015,BANGLADESH,M,1992.0,PACARAÍMA,2018-02-21,BD
ELIGIBILIDADE - DEFERIDO,2015,SÍRIA,M,1960.0,BELO HORIZONTE,2018-01-26,SY
ELIGIBILIDADE - DEFERIDO,2015,SÍRIA,M,2010.0,SÃO PAULO,2018-04-27,SY
ELIGIBILIDADE - DEFERIDO,2015,SÍRIA,M,1968.0,SÃO PAULO,2018-03-30,SY
EXTINÇÃO (DESISTÊNCIA SEM FORMULÁRIO PRÓPRIO),2015,PAQUISTÃO,M,1990.0,BRASÍLIA,2018-06-29,PK
ELIGIBILIDADE - INDEFERIDO,2012,SENEGAL,M,1975.0,RIO DE JANEIRO,2018-04-27,SN
ELIGIBILIDADE - INDEFERIDO,2015,ANGOLA,M,1984.0,SÃO PAULO,2018-03-30,AO
EXTENSÃO DOS EFEITOS DA CONDIÇÃO DE REFUGIADO - DEFERIDO,2017,REP. DEM. DO CONGO,F,2004.0,BRASÍLIA,2018-03-30,CD
EXTINÇÃO (DESISTÊNCIA SEM FORMULÁRIO PRÓPRIO),2016,SÍRIA,F,1979.0,NATAL,2018-05-25,SY
ELIGIBILIDADE - INDEFERIDO,2015,ARMÊNIA,M,1995.0,SÃO SEBASTIÃO,2018-06-29,AM
EXTENSÃO DOS EFEITOS DA CONDIÇÃO DE REFUGIADO - DEFERIDO,2018,REP. DEM. DO CONGO,M,2012.0,BRASÍLIA,2018-06-29,CD
ELIGIBILIDADE - INDEFERIDO,2016,ANGOLA,F,2013.0,SÃO PAULO,2018-07-27,AO
EXTINÇÃO (DESISTÊNCIA SEM FORMULÁRIO PRÓPRIO),2017,ANGOLA,M,1989.0,SÃO PAULO,2018-07-27,AO
ELIGIBILIDADE - DEFERIDO,2016,SÍRIA,M,1988.0,RIO DE JANEIRO,2018-07-27,SY
EXTENSÃO DOS EFEITOS DA CONDIÇÃO DE REFUGIADO - DEFERIDO,2017,REP. DEM. DO CONGO,M,2001.0,BRASÍLIA,2018-07-27,CD
ELIGIBILIDADE - DEFERIDO,2017,SÍRIA,M,1995.0,SÃO PAULO,2018-10-30,SY
ELIGIBILIDADE - INDEFERIDO,2015,SENEGAL,M,1993.0,RIO BRANCO,2018-10-30,SN
EXTINÇÃO (DESISTÊNCIA SEM FORMULÁRIO PRÓPRIO),2017,BANGLADESH,M,1981.0,MACEIÓ,2018-10-30,BD
EXTENSÃO DOS EFEITOS DA CONDIÇÃO DE REFUGIADO - DEFERIDO,2018,SÍRIA,M,2002.0,BRASÍLIA,2018-10-30,SY
ELIGIBILIDADE - DEFERIDO,2016,SÍRIA,M,1996.0,SÃO PAULO,2018-11-29,SY
EXTENSÃO DOS EFEITOS DA CONDIÇÃO DE REFUGIADO - DEFERIDO,2017,MALI,M,1992.0,BRASÍLIA,2018-11-29,ML
ELIGIBILIDADE - INDEFERIDO,2015,SENEGAL,M,1987.0,RIO BRANCO,2018-11-29,SN
EXTINÇÃO (DESISTÊNCIA SEM FORMULÁRIO PRÓPRIO),2016,HAITI,F,1984.0,GOIÂNIA,2018-11-29,HT
ELIGIBILIDADE - DEFERIDO,2016,REP. DEM. DO CONGO,F,1974.0,RIO DE JANEIRO,2018-12-20,CD
ELIGIBILIDADE - DEFERIDO,2016,REP. DEM. DO CONGO,F,2008.0,RIO DE JANEIRO,2018-12-20,CD
EXTINÇÃO (DESISTÊNCIA SEM FORMULÁRIO PRÓPRIO),2015,VENEZUELA,F,1993.0,MANAUS,2018-12-20,VE
ELIGIBILIDADE - INDEFERIDO,2014,ANGOLA,M,1994.0,LONDRINA,2018-09-28,AO
ELIGIBILIDADE - DEFERIDO,2017,SÍRIA,M,1993.0,RIO DE JANEIRO,2018-09-28,SY
EXTENSÃO DOS EFEITOS DA CONDIÇÃO DE REFUGIADO - DEFERIDO,2015,REP. DEM. DO CONGO,M,2014.0,SÃO PAULO,2018-09-28,CD
PERDA DA CONDIÇÃO DE REFUGIADO,2009,COLÔMBIA,F,1973.0,RIO DE JANEIRO,2018-09-28,CO
EXTINÇÃO (DESISTÊNCIA SEM FORMULÁRIO PRÓPRIO),2018,HAITI,M,1973.0,UBERLÂNDIA,2018-09-28,HT
EXTINÇÃO (SEM RESOLUÇÃO DO MÉRITO) ART.6-B ,2015,SENEGAL,M,1990.0,RIO BRANCO,2018-06-29,SN
ELIGIBILIDADE - DEFERIDO,2015,SÍRIA,M,2000.0,SÃO PAULO,2018-03-30,SY
ELIGIBILIDADE - INDEFERIDO,2016,ANGOLA,F,1982.0,SÃO PAULO,2018-06-29,AO
EXTENSÃO DOS EFEITOS DA CONDIÇÃO DE REFUGIADO - DEFERIDO,2017,REP. DEM. DO CONGO,F,2010.0,BRASÍLIA,2018-01-26,CD
ELIGIBILIDADE - INDEFERIDO,2015,MALI,M,1976.0,RIO DE JANEIRO,2018-01-26,ML
EXTINÇÃO (DESISTÊNCIA SEM FORMULÁRIO PRÓPRIO),2017,TURQUIA,F,2003.0,SÃO PAULO,2018-04-27,TR
EXTENSÃO DOS EFEITOS DA CONDIÇÃO DE REFUGIADO - DEFERIDO,2017,SUDÃO,F,1995.0,BRASÍLIA,2018-02-21,SD
ELIGIBILIDADE - INDEFERIDO,2014,SENEGAL,M,1992.0,BRASILÉIA,2018-04-27,SN
CESSAÇÃO,2018,ARGENTINA,M,,BRASÍLIA,2018-05-25,AR
EXTINÇÃO (DESISTÊNCIA SEM FORMULÁRIO PRÓPRIO),2017,CUBA,M,1983.0,SÃO PAULO,2018-06-29,CU
ELIGIBILIDADE - DEFERIDO,2015,ANGOLA,F,2012.0,SÃO PAULO,2018-05-25,AO
EXTINÇÃO (DESISTÊNCIA SEM FORMULÁRIO PRÓPRIO),2017,HAITI,F,1985.0,SÃO PAULO,2018-05-25,HT
ELIGIBILIDADE - DEFERIDO,2015,SÍRIA,M,2005.0,SÃO PAULO,2018-04-27,SY
ELIGIBILIDADE - DEFERIDO,2017,SÍRIA,M,1978.0,SÃO PAULO,2018-06-29,SY
ELIGIBILIDADE - DEFERIDO,2016,SÍRIA,M,1976.0,MARINGÁ,2018-02-21,SY
ELIGIBILIDADE - INDEFERIDO,2015,REP. DEM. DO CONGO,M,1979.0,SÃO PAULO,2018-03-30,CD
ELIGIBILIDADE - INDEFERIDO,2016,ANGOLA,M,1992.0,SÃO PAULO,2018-05-25,AO
EXTENSÃO DOS EFEITOS DA CONDIÇÃO DE REFUGIADO - DEFERIDO,2018,REP. DEM. DO CONGO,F,1987.0,BRASÍLIA,2018-06-29,CD
ELIGIBILIDADE - INDEFERIDO,2015,ANGOLA,M,1980.0,SÃO PAULO,2018-02-21,AO
ELIGIBILIDADE - DEFERIDO,2015,SÍRIA,F,1969.0,BELO HORIZONTE,2018-01-26,SY
EXTENSÃO DOS EFEITOS DA CONDIÇÃO DE REFUGIADO - DEFERIDO,2018,NEPAL,F,1989.0,SÃO PAULO,2018-04-27,NP
EXTENSÃO DOS EFEITOS DA CONDIÇÃO DE REFUGIADO - DEFERIDO,2017,REP. DEM. DO CONGO,F,1998.0,BRASÍLIA,2018-03-30,CD
EXTENSÃO DOS EFEITOS DA CONDIÇÃO DE REFUGIADO - DEFERIDO,2018,REP. DEM. DO CONGO,M,2011.0,BRASÍLIA,2018-05-25,CD
EXTENSÃO DOS EFEITOS DA CONDIÇÃO DE REFUGIADO - DEFERIDO,2017,REP. DEM. DO CONGO,F,2003.0,BRASÍLIA,2018-07-27,CD
ELIGIBILIDADE - DEFERIDO,2017,SÍRIA,M,1999.0,SÃO PAULO,2018-07-27,SY
ELIGIBILIDADE - INDEFERIDO,2015,BANGLADESH,M,1995.0,GUAÍRA,2018-07-27,BD
EXTINÇÃO (DESISTÊNCIA SEM FORMULÁRIO PRÓPRIO),2014,NIGÉRIA,M,1980.0,SÃO PAULO,2018-07-27,NG
ELIGIBILIDADE - DEFERIDO,2016,SÍRIA,M,1966.0,CURITIBA,2018-10-30,SY
ELIGIBILIDADE - INDEFERIDO,2014,SENEGAL,M,1972.0,BRASILÉIA,2018-10-30,SN
EXTINÇÃO (DESISTÊNCIA SEM FORMULÁRIO PRÓPRIO),2017,VENEZUELA,F,1972.0,BELO HORIZONTE,2018-10-30,VE
EXTENSÃO DOS EFEITOS DA CONDIÇÃO DE REFUGIADO - DEFERIDO,2018,SÍRIA,F,2009.0,BRASÍLIA,2018-10-30,SY
ELIGIBILIDADE - DEFERIDO,2016,SÍRIA,M,1962.0,FOZ DO IGUAÇU,2018-11-29,SY
EXTENSÃO DOS EFEITOS DA CONDIÇÃO DE REFUGIADO - DEFERIDO,2018,PAQUISTÃO,M,1973.0,SÃO PAULO,2018-11-29,PK
ELIGIBILIDADE - INDEFERIDO,2014,SENEGAL,M,1981.0,CAXIAS DO SUL,2018-11-29,SN
EXTINÇÃO (DESISTÊNCIA SEM FORMULÁRIO PRÓPRIO),2018,HAITI,M,1990.0,SÃO PAULO,2018-11-29,HT
ELIGIBILIDADE - DEFERIDO,2016,COLÔMBIA,M,1979.0,SÃO PAULO,2018-12-20,CO
ELIGIBILIDADE - INDEFERIDO,2015,BANGLADESH,M,1990.0,SÃO PAULO,2018-09-28,BD
ELIGIBILIDADE - DEFERIDO,2017,SÍRIA,F,1991.0,FOZ DO IGUAÇU,2018-09-28,SY
EXTINÇÃO (DESISTÊNCIA SEM FORMULÁRIO PRÓPRIO),2017,SÍRIA,M,1997.0,UBERABA,2018-09-28,SY
EXTENSÃO DOS EFEITOS DA CONDIÇÃO DE REFUGIADO - DEFERIDO,2015,REP. DEM. DO CONGO,F,1987.0,SÃO PAULO,2018-09-28,CD
